clusterName,markerGene,score
BMYO1,ENSG00000065618,0.7171367748802554
BMYO2,ENSG00000163681,0.2659720318069646
BMYO2,ENSG00000151914,0.2659720318069646
BMYO2,ENSG00000122644,0.2659720318069646
B_mem_switched,ENSG00000176533,0.5695338404525063
B_mem_switched,ENSG00000156738,0.5695338404525063
B_mem_unswitched,ENSG00000156738,0.2542372881355932
B_mem_unswitched,ENSG00000115758,0.2542372881355932
B_naive,ENSG00000247982,0.6038647342995169
B_naive,ENSG00000211899,0.6038647342995169
CD4_Th,ENSG00000111796,0.27191471031660563
CD4_Th,ENSG00000069667,0.27191471031660563
CD4_Th,ENSG00000168685,0.27191471031660563
CD4_naive,ENSG00000168685,0.3968804159445407
CD4_naive,ENSG00000265972,0.3968804159445407
CD4_naive,ENSG00000101596,0.3968804159445407
CD8_Tc1,ENSG00000173110,0.5543135192004208
CD8_Tc1,ENSG00000115165,0.5543135192004208
CD8_Tem,ENSG00000167286,0.4917668001780151
CD8_Tem,ENSG00000187118,0.4917668001780151
CD8_Trm,ENSG00000153563,0.7063820861083434
DC,ENSG00000182853,0.513126491646778
DC,ENSG00000115738,0.513126491646778
DDC1,ENSG00000181617,0.9731232622798888
DDC1,ENSG00000159763,0.9731232622798888
DDC1,ENSG00000172551,0.9731232622798888
DDC2,ENSG00000125144,0.8712487899322362
DDC2,ENSG00000205426,0.8712487899322362
DDC2,ENSG00000186832,0.8712487899322362
DDC2,ENSG00000143546,0.8712487899322362
FB1,ENSG00000145423,0.7389557326350482
FB1,ENSG00000107562,0.7389557326350482
FB2,ENSG00000166250,0.6472233534089205
FB2,ENSG00000186340,0.6472233534089205
FB3,ENSG00000106483,0.7612873468969406
FB3,ENSG00000106809,0.7612873468969406
FB4,ENSG00000197614,0.46671563063363825
FB4,ENSG00000106483,0.46671563063363825
FB4,ENSG00000187134,0.46671563063363825
ILC,ENSG00000236790,0.7142857142857143
ILC,ENSG00000143184,0.7142857142857143
LASP1,ENSG00000157765,0.7640740098111898
LASP1,ENSG00000118849,0.7640740098111898
LASP2,ENSG00000105894,0.6781627144354965
LASP2,ENSG00000163898,0.6781627144354965
LASP3,ENSG00000114473,0.5019557970595603
LASP3,ENSG00000106078,0.5019557970595603
LASP3,ENSG00000139278,0.5019557970595603
LASP4,ENSG00000178381,0.46027275422472574
LASP4,ENSG00000166426,0.46027275422472574
LASP5,ENSG00000126787,0.6914344685242518
LASP5,ENSG00000148773,0.6914344685242518
LASP5,ENSG00000178999,0.6914344685242518
LE1,ENSG00000091972,0.6331475222753807
LE1,ENSG00000138722,0.6331475222753807
LE2,ENSG00000133800,0.6433614210885903
LE2,ENSG00000131477,0.6433614210885903
LHS1,ENSG00000137501,0.6461195538688453
LHS1,ENSG00000108176,0.6461195538688453
LHS2,ENSG00000173467,0.5944662820970953
LHS2,ENSG00000148513,0.5944662820970953
LHS3,ENSG00000197249,0.735766610975453
LHS3,ENSG00000159763,0.735766610975453
Macro,ENSG00000159189,0.8051801801801802
Macro-lipo,ENSG00000145107,0.5833333333333334
Macro-lipo,ENSG00000030582,0.5833333333333334
NK,ENSG00000134545,0.319693094629156
NK,ENSG00000162496,0.319693094629156
NK,ENSG00000143185,0.319693094629156
NKT,ENSG00000115523,0.4377104377104377
NKT,ENSG00000100453,0.4377104377104377
NKT,ENSG00000180644,0.4377104377104377
PV1,ENSG00000136160,0.6032103330921564
PV1,ENSG00000163359,0.6032103330921564
PV2,ENSG00000140836,0.5519191066066066
PV2,ENSG00000095794,0.5519191066066066
PV3,ENSG00000111404,0.7788375207900973
PV3,ENSG00000272573,0.7788375207900973
PV4,ENSG00000127954,0.640094517410339
PV4,ENSG00000107562,0.640094517410339
PV5,ENSG00000143248,0.4914615770969362
PV5,ENSG00000135218,0.4914615770969362
Plasma_cell,ENSG00000211895,0.931317655841732
VEA,ENSG00000146674,0.6278243623217513
VEA,ENSG00000164736,0.6278243623217513
VEAT,ENSG00000127533,0.5705672732354439
VEAT,ENSG00000130300,0.5705672732354439
VEC,ENSG00000162444,0.5203791182170543
VEC,ENSG00000135218,0.5203791182170543
VEC,ENSG00000168497,0.5203791182170543
VEV,ENSG00000007908,0.7274913652448456
VEV,ENSG00000213088,0.7274913652448456
